insurer_name,insuredname,insuredCity,insuredstate,insuredpostalCode,natureOfincident,dateOfloss,injuryinvolved,loss_description,location_of_loss,claimNumber,vehicle_damages_1,vehicle_damages_2,injury_description,lawsuit_filed,providers_alternative_medicine,providers_alternative_medicine_tax_id,providers_alternative_medicine_payment,providers_chiropractor,providers_chiropractor_tax_id,providers_chiropractor_payment,providers_diagnostic_radiologist,providers_diagnostic_radiologist_tax_id,providers_diagnostic_radiologist_payment,providers_ER physician,providers_ER physician_tax_id,providers_ER physician_payment,providers_general_practitioner,providers_general_practitioner_tax_id,providers_general_practitioner_payment,providers_neurologist,providers_neurologist_tax_id,providers_neurologist_payment,providers_orthopedist,providers_orthopedist_tax_id,providers_orthopedist_payment,providers_physical_therapist,providers_physical_therapist_tax_id,providers_physical_therapist_payment,total_claimed_losses,total_insurance_payment
StateFarm,Jacob Crosby,New Raymondbury,GA,62562,Hit and run,2021-05-11,Yes,Small hair himself trouble husband generation approach hard choose blood.,"64748 Heather Port Suite 430, East Kennethberg, CT 48923",d0d1fe0e,Side impact,Front-end collision,Fracture,Yes,,,0.0,"Lee, Mendez and Dean",92-3876867,2751.55,Wolfe-Flores,15-2416247,3979.73,Fritz-Jordan,86-6578278,841.91,Beasley LLC,59-4727827,3346.16,"Schmidt, Rivera and Yang",26-4303932,4452.43,,,0.0,"Jones, Jones and Gardner",50-6955305,1072.66,26231.82,22846.85
StateFarm,Lori Buckley,Johnborough,TX,01074,Collision,2023-10-21,No,Level require nature want federal near ok course pick ready staff house.,"5298 Rogers Wall Apt. 346, East Christopher, LA 96000",3cf04eaf,Windshield crack,Side impact,,No,,,0.0,,,0.0,"Bowman, Reed and Wright",14-9716553,4411.75,,,0.0,Mercado-Adams,52-1280267,1961.86,,,0.0,Bailey-Henderson,24-2033824,4392.19,Allen-Lewis,24-0334900,2366.5,17754.26,11913.37
StateFarm,Alan Rice,West Brandonhaven,OH,86971,Hit and run,2022-12-30,Yes,Parent again laugh both value common study sell ability organization understand thousand anyone.,"490 Mccoy Squares, Jennifermouth, NY 61524",7518d5a4,Side impact,Fender damage,Disk injury,No,,,0.0,,,0.0,Johnson-Davis,66-8496188,3985.79,Johnson-Miller,44-3744617,2295.24,Willis-Boone,65-2874671,3523.41,,,0.0,,,0.0,,,0.0,14039.91,7581.43
Allstate,Mrs. Samantha Patterson,North Cathyview,FL,27973,Hit and run,2022-08-06,No,Window father challenge offer tax green town along fact apply eight crime imagine.,"438 Jason Grove Suite 414, West Emily, WI 16303",abeebbf4,Windshield crack,,,No,"Sanchez, Reed and Hudson",60-1955795,3865.91,,,0.0,Williams-Hall,87-9046206,3892.67,,,0.0,Freeman Group,41-8001902,4887.68,,,0.0,,,0.0,Lopez Ltd,61-1631068,1627.17,19453.53,13342.69
Allstate,Robert Lowe,Alicechester,MI,17083,Rear-end collision,2021-08-10,Yes,Whose factor lawyer there agency choice continue stay.,"452 Day Terrace Suite 174, Ericport, SD 86211",02dfba60,Side impact,,Disk injury,Yes,"Sanchez, Miller and Mercado",59-6030792,859.2,,,0.0,May-Case,37-6687045,2653.64,,,0.0,"Brown, Richard and Jackson",88-5410313,2107.33,Lopez Inc,45-0871110,702.3,"Madden, Martin and Johnson",51-3436390,1726.56,Moore PLC,27-7924940,654.09,9323.84,5213.69
Geico,Angela Miranda,Port Rachel,NY,34399,Rear-end collision,2025-02-04,Yes,Music raise right thing sense value road story.,"71680 Hall Harbor Suite 711, New Michael, NC 92243",51852a64,Front-end collision,,Shoulder injury,No,,,0.0,Osborne-Watson,91-4552041,336.65,Valenzuela Inc,95-5712041,1468.97,Anderson-Lawrence,86-1204699,3480.55,,,0.0,,,0.0,Simpson Inc,20-6994925,1994.4,Scott Inc,82-4033671,1986.75,15163.26,12856.3
StateFarm,Robert Fuentes,Robertbury,NY,93048,Single vehicle accident,2024-09-25,No,Our physical special however free knowledge.,"USNV Hawkins, FPO AE 54440",3b9dc092,Rear-end collision,Windshield crack,,Yes,,,0.0,,,0.0,"Mendoza, Ramsey and Smith",61-5423378,3384.8,,,0.0,"Berry, Young and James",71-3763389,1107.99,Thomas Group,84-4014336,4579.65,,,0.0,,,0.0,9684.79,9114.61
StateFarm,Zachary Fernandez,North Madeline,OH,61189,Rear-end collision,2024-06-12,No,Medical lay language want hour simple benefit along agreement record.,"2452 Harper Village, Lake Kimberlystad, MS 21207",9e3d5e83,Rear-end collision,Windshield crack,,No,Mccall-Little,54-3127766,897.8,"Jones, Maxwell and Reed",50-5173650,1621.61,Ortiz Inc,35-9563010,2231.13,,,0.0,"Johnson, Jimenez and Barnes",52-2153075,3842.69,,,0.0,,,0.0,Williams-Franklin,48-1679355,2680.04,16332.37,14946.97
Geico,April Carr,Shepardmouth,MI,79579,Collision,2020-11-27,Yes,Usually nearly buy gas career participant statement.,"07685 Allen Stream, Hernandezberg, KS 62926",614d261f,Fender damage,,Knee injury,No,,,0.0,Wilson Ltd,21-0479019,2465.4,,,0.0,"Ford, Smith and Williams",48-4811500,1419.75,Ramirez Inc,20-3789411,1718.72,Harris-Mcclure,66-9452830,2219.81,,,0.0,"Thomas, Willis and Gray",35-0444516,4560.82,17398.12,14888.66
Geico,Brooke Brewer,Liuborough,PA,69564,Hit and run,2020-11-30,No,Society teacher husband son claim leave drug.,"Unit 4571 Box 5937, DPO AA 11550",fc11084a,Windshield crack,,,No,"Choi, Mccoy and Hicks",11-8989973,2535.68,Sanders PLC,15-9266067,4103.5,,,0.0,"Bell, Mejia and Sherman",37-1869554,4384.71,Hansen-Flores,01-5381062,4475.84,,,0.0,,,0.0,"Jensen, Edwards and Liu",80-0558764,417.75,23565.37,22098.7
Allstate,Alexandra Patterson,Port Maryland,CA,47854,Single vehicle accident,2024-02-29,No,Theory election difficult star one measure it eat before hair answer report head.,"Unit 7251 Box 4239, DPO AP 60523",048f037d,Side impact,Front-end collision,,Yes,"Scott, Lindsey and Calderon",88-8473779,1055.16,Vasquez-Stone,52-6275327,1232.49,,,0.0,,,0.0,,,0.0,Henderson-Gonzalez,44-0694683,4200.53,,,0.0,Walker-Perez,58-2438001,3237.56,12550.53,9422.48
StateFarm,Bryan Taylor,Lake David,GA,35529,Hit and run,2022-05-04,No,Cost old when per rich college send.,"82863 Brad Way, Port Jasonchester, ND 77123",23ed80ca,Side impact,,,Yes,"Smith, Anderson and Simmons",91-7696563,4154.66,"Weber, Harper and Johnson",47-2344481,1805.87,,,0.0,Martin-Lynn,85-7724127,270.78,Horn-Reid,95-1074565,1603.74,,,0.0,"Perry, Ewing and Smith",98-5687331,1158.19,,,0.0,10530.2,7402.19
Geico,Alexandra Barnes,Glennfort,NC,45150,Hit and run,2024-10-13,No,Way little medical many table ground state agreement machine group ahead help effort.,"USS Benson, FPO AE 71777",7532100c,Fender damage,Side impact,,Yes,,,0.0,,,0.0,,,0.0,,,0.0,Dougherty-Holloway,42-0406814,4728.79,Williams PLC,84-0087803,3879.68,Bryan Inc,91-4579320,4271.12,,,0.0,15335.71,8679.62
Allstate,Eric Weber,Phelpsbury,TX,20185,Collision,2020-12-06,No,Science yourself court now too however information.,"05231 Priscilla Crest, Bradchester, TN 14961",68a5d525,Side impact,,,Yes,,,0.0,,,0.0,Wagner Group,15-4570948,4918.41,,,0.0,Perry PLC,93-6297255,3353.57,Washington Inc,32-3461501,1455.74,"Sharp, Trevino and Goodwin",10-0687889,3280.41,,,0.0,18482.54,13068.3
Geico,Joseph Hernandez,West Cassandrahaven,MI,22954,Collision,2023-08-12,Yes,Week trip amount simply wide someone.,"182 Arnold Plaza Apt. 548, North Natalie, VI 41304",d388eab0,Side impact,,Fracture,Yes,,,0.0,"Harrison, Brown and Alvarado",77-6437001,1784.98,"Rose, Herrera and Carlson",54-4062711,245.63,,,0.0,"English, Rodriguez and Copeland",63-0065371,206.0,Smith-Sweeney,51-3047924,3310.97,,,0.0,Forbes-Bell,11-9055921,1921.06,15957.59,9892.05
StateFarm,Jessica Erickson,Lake Johnfurt,NC,20249,Collision,2022-07-15,Yes,Prevent politics head practice now common yourself bill.,"9883 Sharp Well Suite 975, Annetteside, MS 75626",6a09a654,Fender damage,,Shoulder injury,Yes,,,0.0,,,0.0,Johnson PLC,27-6645874,3092.03,,,0.0,,,0.0,Gutierrez-Mendoza,37-5484950,4574.56,Hall-Hamilton,66-2718312,2747.61,,,0.0,11148.87,8940.04
Allstate,Melody Rose,West Vanessa,NY,95451,Single vehicle accident,2023-08-23,Yes,Similar draw draw measure author less actually.,"330 Julie Underpass Apt. 682, Leonardfurt, AK 27022",bebe24d7,Fender damage,Windshield crack,Bruises,Yes,Dawson PLC,65-4612341,2654.48,"Farley, Brooks and Vasquez",48-3034745,1553.39,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,7233.13,3848.92
Geico,David Caldwell,Mikaylaborough,PA,18611,Collision,2024-12-18,No,Cut gun Democrat those parent particular none nature.,"722 Thomas Mountains Apt. 675, Joshuashire, NY 39969",baca890d,Front-end collision,Side impact,,Yes,Flores-Jones,45-2106264,1604.41,,,0.0,,,0.0,Chan-Weaver,15-8829932,3220.43,,,0.0,"Christian, Hooper and Miller",34-1172681,952.17,,,0.0,,,0.0,10930.93,8111.96
Geico,Kenneth Benson,Reginaport,NY,29110,Hit and run,2022-04-13,No,Enough couple analysis occur service industry kitchen.,"4549 Farley Trail Apt. 192, Timothyport, MO 19443",51075634,Rear-end collision,,,No,Rodriguez Inc,71-2781389,4125.9,,,0.0,,,0.0,,,0.0,Morris-Oconnor,51-7837938,2951.82,"Hancock, Johnson and Moore",37-9616252,2540.74,,,0.0,Lewis Ltd,60-9296968,2355.13,16049.38,12331.93
StateFarm,Stephanie Brown,East Zachary,NY,77527,Rear-end collision,2024-01-22,No,Between friend production upon democratic pretty.,"PSC 1575, Box 9875, APO AA 41869",f79651aa,Side impact,Fender damage,,No,,,0.0,,,0.0,,,0.0,Allen-Henry,93-4686507,4828.39,,,0.0,Mann LLC,54-0446124,367.59,,,0.0,,,0.0,11425.15,8012.0
Allstate,Benjamin Miller,Barryview,PA,61418,Collision,2025-01-01,No,Person that place garden movement number sure career yes game property.,"263 Neil Creek Apt. 708, Rossmouth, DC 50275",2895958b,Side impact,,,Yes,Jimenez and Sons,06-4243322,1117.74,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1698.55,872.03
Allstate,Keith Garcia,Johnborough,NY,43102,Rear-end collision,2024-08-01,Yes,View call us thank expert particular performance chance it.,"0476 Beth Mission, Lake Gloriaside, NM 14700",5c286f77,Fender damage,,Bruises,Yes,Manning-Evans,85-0928972,1517.66,"Underwood, Miller and Hoffman",16-3242026,3054.6,Sanders LLC,40-8630771,206.0,Miller-Martin,34-7821353,1640.31,,,0.0,,,0.0,Green LLC,11-2819132,3497.79,"Fisher, Gross and Martin",26-1508463,237.44,14882.62,10327.33
Geico,Mark Anderson,North Mark,OH,53017,Single vehicle accident,2024-08-07,No,Break economic eight challenge professional word almost identify school either what somebody.,"004 Caitlin Prairie Suite 726, West Michael, WA 25644",5db80f25,Fender damage,,,No,,,0.0,Campbell-Matthews,39-2808752,744.39,"Rogers, Cantu and Reyes",03-2240442,1481.24,Cruz PLC,32-5674842,3230.8,,,0.0,"Santos, Hernandez and Dawson",99-4446751,332.42,,,0.0,Booth-Conner,86-5817090,3855.54,11372.25,9463.19
StateFarm,Marissa Smith,East Jackhaven,FL,90155,Single vehicle accident,2023-01-14,No,Decide upon start and human group just subject picture anything.,"9766 Tiffany Camp Suite 477, Robertborough, GA 09231",b4cb727f,Fender damage,,,Yes,,,0.0,,,0.0,"Newman, Lane and Long",73-9350562,2754.51,Jones LLC,53-8595241,3395.8,Hudson Inc,39-2589335,547.35,"Vasquez, Owen and Nelson",65-3759435,3086.62,Navarro-Anderson,25-1449935,3411.91,Bowers-Mcclain,74-7703680,122.31,17092.02,9080.8
Allstate,Veronica Jackson,North Adam,GA,83359,Rear-end collision,2022-12-10,Yes,Event country if hold condition course sense.,"57261 Billy Underpass Suite 091, Ericton, CT 81521",1aa43bb8,Front-end collision,Rear-end collision,Disk injury,Yes,"Kennedy, Walker and Smith",04-1837756,3400.78,Arias Inc,41-5048700,2631.88,"Sutton, Vega and Juarez",23-7757607,4173.88,Wheeler LLC,66-1084275,2462.84,,,0.0,"Morales, Hamilton and Doyle",36-7160119,4279.46,Huang-Rose,10-3407837,4268.22,,,0.0,26384.18,19907.63
Geico,Erin Reed,Arnoldbury,FL,14590,Single vehicle accident,2021-03-27,No,Energy your TV let ground these note last.,"31705 Carlos Knolls, Port John, TN 96059",f41f9deb,Rear-end collision,Side impact,,No,,,0.0,Fernandez-Andrade,34-6941938,4080.31,,,0.0,Smith-Vargas,31-2514394,2608.76,"Miller, Chang and Day",83-7876360,1158.96,,,0.0,Roberts PLC,66-9185227,3828.94,,,0.0,19741.64,12839.94
StateFarm,Daniel Gomez,Tateside,OH,63141,Single vehicle accident,2022-01-30,No,Responsibility drive price adult likely seem authority do author artist ok.,"1492 Stanley View Suite 227, East Katie, MD 56389",ba6ab916,Rear-end collision,,,Yes,Gibson Ltd,14-2581723,3847.43,Jones and Sons,05-1388571,3571.16,,,0.0,Davis Ltd,20-2002611,3727.65,Reyes Ltd,85-7484513,3188.49,,,0.0,Hayes PLC,82-2192455,4159.25,,,0.0,20390.48,14813.98
Allstate,Erica Garcia,Edwardtown,GA,78319,Collision,2023-10-19,No,Dream cold quality including answer imagine participant.,"852 Barr Freeway, Port Davidmouth, AS 45422",4878d858,Windshield crack,Front-end collision,,Yes,,,0.0,"Webb, Bullock and Harris",66-2157437,3449.14,,,0.0,,,0.0,"Moran, Thomas and Green",27-6772991,3115.1,"Delgado, Brown and Chung",63-5891455,4017.32,,,0.0,"Walker, Williams and Knight",36-6668749,273.73,12405.68,7472.25
StateFarm,Patrick Villarreal,Lake Natalieburgh,GA,53995,Collision,2025-03-25,Yes,Fact expert next three happy thousand new senior floor game.,"USNS Jones, FPO AP 10760",2c87eaec,Rear-end collision,Fender damage,Neck sprain/strain,No,,,0.0,"Olsen, Walton and Lee",58-5023157,4505.69,"Brown, Duncan and Turner",05-7849147,1645.36,,,0.0,Medina Inc,47-3988678,264.63,Collins-Fowler,56-6225386,270.68,,,0.0,,,0.0,13042.07,9364.72
Geico,Ralph Blanchard,Port Kimberlyton,PA,90276,Collision,2021-08-15,No,Series board great she college someone yeah eye short that scene.,"PSC 8403, Box 5786, APO AE 75649",7e535bdd,Fender damage,Front-end collision,,No,,,0.0,,,0.0,,,0.0,Reed-Singleton,91-1562691,1427.79,,,0.0,,,0.0,,,0.0,,,0.0,6808.49,6189.5
Allstate,Kenneth Johnson,Brownbury,MI,09196,Single vehicle accident,2023-04-14,No,Team catch week executive civil suffer game.,"3104 Thomas Prairie Apt. 364, Marcusbury, VA 24771",1cec4715,Rear-end collision,Windshield crack,,No,,,0.0,,,0.0,,,0.0,Jordan Group,46-0732829,1485.43,,,0.0,,,0.0,,,0.0,,,0.0,5004.57,3958.22
StateFarm,Timothy Hess,West Jonathanview,CA,61224,Rear-end collision,2022-03-06,Yes,List act green go doctor particularly method after future war discussion who conference.,"495 Heath Ways Suite 635, Morrisstad, MD 57460",d6710836,Side impact,Front-end collision,Knee injury,No,,,0.0,"Goodman, Roman and Hart",26-2784539,2754.56,Mosley-Roth,61-1784545,3533.97,,,0.0,,,0.0,"Powers, Williams and Fox",52-2928542,496.66,,,0.0,,,0.0,12792.07,8376.29
StateFarm,Thomas Brown,South Sheryl,CA,95526,Rear-end collision,2022-08-09,Yes,Value cup create sport turn as among person star.,"1525 Dana Loaf Apt. 061, West Daniel, KS 17449",87b26881,Front-end collision,Side impact,Disk injury,No,,,0.0,,,0.0,,,0.0,Brandt PLC,40-7581848,1955.64,Lindsey-Harris,44-2327923,4372.53,,,0.0,,,0.0,Roberts-Ray,40-5536559,2336.74,10566.76,6699.25
Geico,Roy Ruiz,Heatherchester,MI,10749,Rear-end collision,2025-07-17,No,Establish power sort party six move nation enter box almost question attack.,"098 Maxwell Spur Apt. 083, Catherineland, NY 58367",a3cf4820,Front-end collision,,,Yes,,,0.0,,,0.0,Reyes Ltd,43-3332448,3705.79,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,8602.92,6244.38
Allstate,Holly Gonzales,Lake Mario,NY,53426,Collision,2024-02-07,No,Wait before person than exist toward study child evening house town grow.,"47582 Wood Mountains Apt. 413, Valenzuelamouth, MA 76325",841ef1e6,Side impact,Front-end collision,,Yes,Preston-Graves,16-5152097,2862.87,"Gilbert, Bailey and Johnson",88-9946162,306.15,Hughes-Vasquez,36-7003698,2989.29,,,0.0,,,0.0,Meyers-Daugherty,81-9509979,4927.73,,,0.0,Miller-Kelly,35-2149121,120.59,14715.9,10056.46
StateFarm,Peggy Martin,East Randallborough,TX,33755,Hit and run,2024-06-02,Yes,Less image ten so mean culture chair heart early work east.,"67835 Dan Drive, Port Matthew, MH 16989",fe68374c,Front-end collision,Side impact,Minor cuts,No,"Mullins, Snyder and Hall",61-0294606,4729.83,,,0.0,,,0.0,Arroyo-Lopez,36-0317164,1412.35,Clark and Sons,71-3158091,700.08,Baker LLC,48-0837618,1828.09,,,0.0,,,0.0,11316.65,7852.42
StateFarm,Lori Neal,Pattersonshire,PA,69959,Single vehicle accident,2024-05-08,No,Later most amount hand mother brother tell democratic important lay water artist table.,"69936 Hansen Creek Apt. 006, Thomasmouth, AZ 71949",99d642e7,Fender damage,,,Yes,Ruiz-French,95-0189382,3939.83,,,0.0,Garcia-Prince,91-4494952,2171.09,Mitchell Ltd,03-6936432,4852.25,"Boone, Morris and Williams",93-6503366,1003.97,Rodriguez-Burgess,51-8953514,3667.49,"Mccarthy, Brown and Moss",16-4578450,4172.28,,,0.0,29255.34,26921.95
StateFarm,Lisa Winters,New Maryshire,FL,49655,Collision,2020-12-17,No,Pm college accept your player campaign mean value.,"PSC 1072, Box 8235, APO AE 99320",c6478cff,Rear-end collision,Windshield crack,,No,,,0.0,,,0.0,Fry-Hicks,14-7899963,454.49,,,0.0,,,0.0,Harris LLC,35-9095388,4991.57,"May, Landry and Hawkins",11-1810295,1842.08,,,0.0,8057.15,6465.83
StateFarm,Mindy Kirk,Port Dawn,NC,91886,Single vehicle accident,2022-11-12,Yes,Morning spring son somebody night pressure clearly.,"1356 Joshua Parks, Thomasshire, WA 86014",58e5c5e3,Front-end collision,,Shoulder injury,Yes,,,0.0,,,0.0,,,0.0,Brown LLC,42-5756103,121.4,,,0.0,"Jimenez, Hess and Williams",13-6364764,2868.2,,,0.0,,,0.0,6899.73,6511.96
Geico,Pamela Miller,Port Ashlee,CA,72352,Collision,2022-10-10,No,Listen arm accept half throw him recent wide.,"642 Kenneth Neck Apt. 611, East Melissafurt, TN 13149",25301fd3,Front-end collision,Fender damage,,No,,,0.0,,,0.0,Pratt-Rhodes,54-4426545,4132.29,,,0.0,Smith-Norris,50-7233443,1498.98,Little-Bruce,44-7566399,4176.66,,,0.0,,,0.0,19016.91,15438.63
Allstate,Sarah Morris,Jessicafurt,TX,85535,Single vehicle accident,2021-11-20,Yes,Drug language executive hundred college manager model century month camera head home.,"603 Patricia Corner, Austinfort, AR 91909",167197be,Windshield crack,,Minor cuts,No,,,0.0,Matthews-Richardson,46-1246527,1257.01,Ware Group,94-2945089,871.37,,,0.0,Butler Group,39-3724522,705.92,,,0.0,Edwards-Shields,53-0017797,956.19,"Kaufman, Hicks and Grant",24-3829118,4415.0,14844.13,10807.73
Allstate,Joseph Phillips,Rayfurt,IL,85355,Single vehicle accident,2022-09-19,No,Window seat describe half price bad.,"3316 Morales Plaza, Lake Michelle, ND 06340",7a749fb4,Fender damage,,,No,Shepherd Group,24-7948534,2320.12,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,"Hampton, Davis and Walker",43-7854647,934.19,,,0.0,9736.47,5027.56
Allstate,Rachel Phillips,Matthewbury,PA,70429,Single vehicle accident,2023-03-31,Yes,Quite back place against series finish talk long building news analysis lose.,"753 Kimberly Port, East Jesse, MH 01121",a762fc61,Side impact,,Minor cuts,Yes,Carroll Ltd,91-5252160,2200.65,Warren Group,92-7044335,563.23,Perkins-Rice,14-8472804,2798.83,,,0.0,"Mays, Gutierrez and Gonzales",93-7940071,436.2,"Moore, Lee and Spence",42-4644160,3421.06,Moore LLC,31-3494176,4580.23,"Phillips, Wagner and Maldonado",88-6254903,308.77,18260.72,11932.86
StateFarm,Patrick Russell,Janetborough,FL,08766,Collision,2021-06-29,No,Save entire how development goal cover bit.,"13267 Collins Gardens, Huntside, GA 44625",e8cda1b8,Windshield crack,Rear-end collision,,No,,,0.0,,,0.0,,,0.0,"Wilson, Oconnor and Miller",76-3000334,220.13,,,0.0,,,0.0,,,0.0,,,0.0,882.09,637.17
StateFarm,Alexander Smith,Kellerland,PA,59386,Rear-end collision,2025-05-31,Yes,Several simply born wish probably expect interview herself avoid cultural consider.,"392 Caleb Flat Suite 077, South Michaelberg, SD 89257",72b3d35c,Fender damage,Front-end collision,Fracture,No,Barber Inc,90-9510565,1401.6,,,0.0,,,0.0,,,0.0,"Harrison, Potter and Nunez",04-9675918,3006.92,,,0.0,,,0.0,,,0.0,8223.39,7353.89
Geico,Lisa Williams,Mcgeechester,FL,00662,Single vehicle accident,2022-09-17,No,Movie many behind these per hour charge where bed until deep anyone.,"89390 Tiffany Alley, Turnerville, CO 21555",ac6a7634,Fender damage,,,Yes,Wood and Sons,92-9378412,2108.05,"Moore, Thompson and Rush",52-8929649,1918.15,Boyd-Mcdonald,02-4544579,2020.71,"Salazar, Williams and Newman",21-2038743,4726.87,,,0.0,,,0.0,,,0.0,Perez-Shelton,13-4412562,2380.71,19284.74,15485.16
Geico,Mrs. Norma Wall MD,Andreamouth,GA,90717,Collision,2023-01-19,Yes,Case model others standard face operation shoulder level word street.,"44128 Hayes Crossroad, New Kayleeside, CA 94525",be669b01,Windshield crack,Fender damage,Knee injury,No,Guzman-Quinn,26-1208419,3642.83,,,0.0,"Robinson, Kim and Allen",93-7434411,1096.18,,,0.0,Proctor-Taylor,25-2530615,4507.04,Harris-Anderson,71-1669535,2650.49,Hill-Walker,57-0867247,3415.49,,,0.0,19014.24,17869.03
StateFarm,Brooke Ball,South Shawnton,PA,87256,Rear-end collision,2024-12-25,No,Science structure direction high phone consider run economy manager.,"81637 Fleming Shoals, Sherylfort, DE 78107",b5c33e62,Side impact,Rear-end collision,,No,Williams and Sons,30-2878230,1259.6,"Jackson, Ramirez and Meadows",63-6197371,1674.81,Li PLC,06-8504721,4555.42,,,0.0,Howard-Williamson,33-8797201,4964.29,Gonzalez LLC,83-6745881,4654.63,Mora-Hickman,21-2160432,647.11,,,0.0,23601.83,15930.5
Geico,John Payne,Lindsayland,NY,91154,Rear-end collision,2021-12-09,Yes,Available lay us hold ten popular beat now road car tree perhaps source.,"641 Pennington Parks Suite 571, Gregorystad, WV 75386",dee92dd7,Fender damage,,Disk injury,Yes,,,0.0,"Romero, Rodriguez and Henderson",04-0838021,3360.4,"Moss, Hall and Hamilton",59-3067843,2653.05,,,0.0,,,0.0,Sanchez-Anderson,25-4274445,731.75,Murphy LLC,94-0845543,4275.57,,,0.0,13963.93,9623.4
Allstate,Alicia Baker,East Jillianside,GA,35619,Collision,2023-09-20,Yes,Single participant catch score any technology guy true beyond spring process.,"7411 Ramos Spur Apt. 036, Norrisside, PA 81410",fa252ee2,Windshield crack,Front-end collision,Bruises,No,"Norris, Stevens and Morrison",47-1238859,210.62,"Martin, Adams and Warner",95-9544928,4310.37,"Zuniga, Patrick and Garcia",98-1813623,576.62,"Smith, Schmidt and Schmidt",55-1621526,4507.36,,,0.0,,,0.0,,,0.0,"Nguyen, Snyder and Hogan",50-0215233,2577.79,20292.5,15516.96
